X_axis;Y_axis;R;G;B;Camera;Photo_number;Color
1031;333;193;167;93;iPhone 8;legocolor128.png;Bright Light Yellow
1060;356;122;105;53;iPhone 8;legocolor128.png;Bright Light Yellow
1125;231;146;93;113;iPhone 8;legocolor128.png;Bright Pink
1164;232;229;157;205;iPhone 8;legocolor128.png;Bright Pink
254;465;250;246;247;iPhone 8;legocolor128.png;White
434;475;255;251;252;iPhone 8;legocolor128.png;White
526;597;230;254;176;iPhone 8;legocolor128.png;Yellowish Green
559;605;227;252;171;iPhone 8;legocolor128.png;Yellowish Green
592;706;235;212;168;iPhone 8;legocolor128.png;Tan
685;707;238;211;168;iPhone 8;legocolor128.png;Tan
740;778;176;51;47;iPhone 8;legocolor128.png;Red
787;772;136;36;38;iPhone 8;legocolor128.png;Red
863;717;67;70;77;iPhone 8;legocolor128.png;Dark Bluish Grey
975;727;69;72;79;iPhone 8;legocolor128.png;Dark Bluish Grey
1058;570;23;24;26;iPhone 8;legocolor128.png;Black
1127;636;18;19;21;iPhone 8;legocolor128.png;Black
1113;443;90;99;114;iPhone 8;legocolor128.png;Light Bluish Grey
1241;443;160;164;176;iPhone 8;legocolor128.png;Light Bluish Grey
398;409;218;102;29;iPhone 8;legocolor129.png;Orange
551;459;255;152;77;iPhone 8;legocolor129.png;Orange
626;422;101;166;186;iPhone 8;legocolor129.png;Medium Azure
781;454;98;162;187;iPhone 8;legocolor129.png;Medium Azure
825;415;70;130;182;iPhone 8;legocolor129.png;Dark Azure
855;531;81;134;186;iPhone 8;legocolor129.png;Dark Azure
898;411;188;210;198;iPhone 8;legocolor129.png;Aqua
925;500;195;217;204;iPhone 8;legocolor129.png;Aqua
965;388;215;175;61;iPhone 8;legocolor129.png;Yellow
990;455;236;195;67;iPhone 8;legocolor129.png;Yellow
1041;452;227;202;110;iPhone 8;legocolor129.png;Bright Light Yellow
1069;486;235;209;114;iPhone 8;legocolor129.png;Bright Light Yellow
1127;371;220;159;174;iPhone 8;legocolor129.png;Bright Pink
1167;418;224;163;178;iPhone 8;legocolor129.png;Bright Pink
354;545;189;181;158;iPhone 8;legocolor129.png;White
528;639;223;216;188;iPhone 8;legocolor129.png;White
587;650;198;211;132;iPhone 8;legocolor129.png;Yellowish Green
621;678;198;209;130;iPhone 8;legocolor129.png;Yellowish Green
680;707;196;175;128;iPhone 8;legocolor129.png;Tan
761;770;200;178;131;iPhone 8;legocolor129.png;Tan
808;752;179;91;81;iPhone 8;legocolor129.png;Red
848;837;210;88;83;iPhone 8;legocolor129.png;Red
919;727;120;120;112;iPhone 8;legocolor129.png;Dark Bluish Grey
986;767;126;125;120;iPhone 8;legocolor129.png;Dark Bluish Grey
1099;600;64;61;52;iPhone 8;legocolor129.png;Black
1150;699;76;75;70;iPhone 8;legocolor129.png;Black
1123;509;136;138;127;iPhone 8;legocolor129.png;Light Bluish Grey
1198;625;162;163;149;iPhone 8;legocolor129.png;Light Bluish Grey
487;968;218;107;51;iPhone 8;legocolor130.png;Orange
553;792;198;106;69;iPhone 8;legocolor130.png;Orange
529;702;31;95;143;iPhone 8;legocolor130.png;Medium Azure
553;501;56;165;234;iPhone 8;legocolor130.png;Medium Azure
621;480;21;68;122;iPhone 8;legocolor130.png;Dark Azure
612;435;20;66;116;iPhone 8;legocolor130.png;Dark Azure
579;410;73;123;150;iPhone 8;legocolor130.png;Aqua
573;379;84;131;159;iPhone 8;legocolor130.png;Aqua
503;358;116;110;60;iPhone 8;legocolor130.png;Yellow
533;348;189;179;130;iPhone 8;legocolor130.png;Yellow
549;295;157;151;91;iPhone 8;legocolor130.png;Bright Light Yellow
594;282;185;196;192;iPhone 8;legocolor130.png;Bright Light Yellow
496;245;130;100;152;iPhone 8;legocolor130.png;Bright Pink
503;175;155;130;188;iPhone 8;legocolor130.png;Bright Pink
740;918;160;176;199;iPhone 8;legocolor130.png;White
769;755;150;166;191;iPhone 8;legocolor130.png;White
830;767;125;161;125;iPhone 8;legocolor130.png;Yellowish Green
819;712;200;241;207;iPhone 8;legocolor130.png;Yellowish Green
957;642;109;112;105;iPhone 8;legocolor130.png;Tan
927;682;104;107;96;iPhone 8;legocolor130.png;Tan
1001;527;82;40;50;iPhone 8;legocolor130.png;Red
1035;527;96;50;63;iPhone 8;legocolor130.png;Red
922;437;33;42;57;iPhone 8;legocolor130.png;Dark Bluish Grey
956;437;37;44;60;iPhone 8;legocolor130.png;Dark Bluish Grey
878;291;8;15;25;iPhone 8;legocolor130.png;Black
850;224;19;27;38;iPhone 8;legocolor130.png;Black
749;263;57;70;87;iPhone 8;legocolor130.png;Light Bluish Grey
778;233;61;74;91;iPhone 8;legocolor130.png;Light Bluish Grey
337;248;177;78;46;iPhone 8;legocolor131.png;Orange
511;298;201;103;66;iPhone 8;legocolor131.png;Orange
580;273;37;113;165;iPhone 8;legocolor131.png;Medium Azure
749;289;43;123;176;iPhone 8;legocolor131.png;Medium Azure
799;293;27;94;164;iPhone 8;legocolor131.png;Dark Azure
839;293;23;91;162;iPhone 8;legocolor131.png;Dark Azure
878;270;120;170;203;iPhone 8;legocolor131.png;Aqua
913;270;131;178;208;iPhone 8;legocolor131.png;Aqua
942;250;164;148;73;iPhone 8;legocolor131.png;Yellow
974;250;169;153;76;iPhone 8;legocolor131.png;Yellow
1019;298;175;178;133;iPhone 8;legocolor131.png;Bright Light Yellow
1045;304;176;179;136;iPhone 8;legocolor131.png;Bright Light Yellow
1110;199;170;134;198;iPhone 8;legocolor131.png;Bright Pink
1137;220;172;137;205;iPhone 8;legocolor131.png;Bright Pink
304;452;153;166;185;iPhone 8;legocolor131.png;White
473;458;170;182;204;iPhone 8;legocolor131.png;White
556;565;152;192;157;iPhone 8;legocolor131.png;Yellowish Green
586;585;141;179;140;iPhone 8;legocolor131.png;Yellowish Green
654;676;136;137;132;iPhone 8;legocolor131.png;Tan
724;699;126;123;118;iPhone 8;legocolor131.png;Tan
777;751;129;81;95;iPhone 8;legocolor131.png;Red
818;796;160;68;89;iPhone 8;legocolor131.png;Red
892;651;47;63;86;iPhone 8;legocolor131.png;Dark Bluish Grey
969;697;60;75;98;iPhone 8;legocolor131.png;Dark Bluish Grey
1085;561;20;26;40;iPhone 8;legocolor131.png;Black
1134;621;38;50;66;iPhone 8;legocolor131.png;Black
1107;430;61;76;99;iPhone 8;legocolor131.png;Light Bluish Grey
1228;432;72;86;112;iPhone 8;legocolor131.png;Light Bluish Grey
343;286;210;109;29;iPhone 8;legocolor132.png;Orange
508;352;244;138;54;iPhone 8;legocolor132.png;Orange
591;308;81;160;201;iPhone 8;legocolor132.png;Medium Azure
769;351;75;142;184;iPhone 8;legocolor132.png;Medium Azure
822;303;48;115;183;iPhone 8;legocolor132.png;Dark Azure
857;303;47;116;185;iPhone 8;legocolor132.png;Dark Azure
902;315;153;184;186;iPhone 8;legocolor132.png;Aqua
924;390;161;183;171;iPhone 8;legocolor132.png;Aqua
961;318;204;167;53;iPhone 8;legocolor132.png;Yellow
1002;321;209;163;52;iPhone 8;legocolor132.png;Yellow
1054;366;205;186;107;iPhone 8;legocolor132.png;Bright Light Yellow
1079;385;220;195;111;iPhone 8;legocolor132.png;Bright Light Yellow
1136;279;203;150;170;iPhone 8;legocolor132.png;Bright Pink
1169;282;200;148;170;iPhone 8;legocolor132.png;Bright Pink
313;438;181;206;213;iPhone 8;legocolor132.png;White
446;446;200;221;222;iPhone 8;legocolor132.png;White
535;580;195;232;163;iPhone 8;legocolor132.png;Yellowish Green
576;608;190;227;157;iPhone 8;legocolor132.png;Yellowish Green
625;690;185;186;146;iPhone 8;legocolor132.png;Tan
730;698;184;176;139;iPhone 8;legocolor132.png;Tan
793;722;216;90;75;iPhone 8;legocolor132.png;Red
843;734;193;79;68;iPhone 8;legocolor132.png;Red
948;695;103;102;97;iPhone 8;legocolor132.png;Dark Bluish Grey
1041;692;107;109;104;iPhone 8;legocolor132.png;Dark Bluish Grey
1142;544;55;52;47;iPhone 8;legocolor132.png;Black
1233;544;58;55;48;iPhone 8;legocolor132.png;Black
1188;414;121;143;154;iPhone 8;legocolor132.png;Light Bluish Grey
1291;414;118;143;150;iPhone 8;legocolor132.png;Light Bluish Grey
982;213;255;166;89;iPhone 8;legocolor133.png;Orange
967;361;253;141;43;iPhone 8;legocolor133.png;Orange
1009;391;87;186;241;iPhone 8;legocolor133.png;Medium Azure
1042;555;71;137;171;iPhone 8;legocolor133.png;Medium Azure
989;551;154;171;201;iPhone 8;legocolor133.png;Dark Azure
970;647;152;172;197;iPhone 8;legocolor133.png;Dark Azure
1071;641;150;179;183;iPhone 8;legocolor133.png;Aqua
1068;736;165;176;160;iPhone 8;legocolor133.png;Aqua
1152;788;216;193;123;iPhone 8;legocolor133.png;Yellow
1197;843;195;163;78;iPhone 8;legocolor133.png;Yellow
1107;868;213;201;151;iPhone 8;legocolor133.png;Bright Light Yellow
1163;924;193;177;117;iPhone 8;legocolor133.png;Bright Light Yellow
1264;972;201;165;177;iPhone 8;legocolor133.png;Bright Pink
1274;1076;209;154;196;iPhone 8;legocolor133.png;Bright Pink
740;187;158;167;148;iPhone 8;legocolor133.png;White
787;302;255;252;238;iPhone 8;legocolor133.png;White
686;440;195;202;151;iPhone 8;legocolor133.png;Yellowish Green
718;453;169;184;119;iPhone 8;legocolor133.png;Yellowish Green
571;497;188;173;144;iPhone 8;legocolor133.png;Tan
623;524;206;185;140;iPhone 8;legocolor133.png;Tan
489;586;157;93;91;iPhone 8;legocolor133.png;Red
523;600;117;61;60;iPhone 8;legocolor133.png;Red
613;674;105;108;115;iPhone 8;legocolor133.png;Dark Bluish Grey
619;753;101;104;111;iPhone 8;legocolor133.png;Dark Bluish Grey
711;798;67;71;74;iPhone 8;legocolor133.png;Black
757;917;22;26;29;iPhone 8;legocolor133.png;Black
858;811;174;175;177;iPhone 8;legocolor133.png;Light Bluish Grey
904;952;163;164;169;iPhone 8;legocolor133.png;Light Bluish Grey
1150;157;255;131;51;iPhone 8;legocolor134.png;Orange
1121;330;254;128;52;iPhone 8;legocolor134.png;Orange
1159;382;76;189;231;iPhone 8;legocolor134.png;Medium Azure
1165;569;80;196;237;iPhone 8;legocolor134.png;Medium Azure
1107;608;39;149;234;iPhone 8;legocolor134.png;Dark Azure
1107;648;47;153;231;iPhone 8;legocolor134.png;Dark Azure
1163;702;202;233;235;iPhone 8;legocolor134.png;Aqua
1163;746;204;240;238;iPhone 8;legocolor134.png;Aqua
1259;818;255;209;64;iPhone 8;legocolor134.png;Yellow
1282;847;251;206;77;iPhone 8;legocolor134.png;Yellow
1213;902;253;233;136;iPhone 8;legocolor134.png;Bright Light Yellow
1195;935;255;237;144;iPhone 8;legocolor134.png;Bright Light Yellow
1324;1015;248;175;230;iPhone 8;legocolor134.png;Bright Pink
1315;1091;249;177;227;iPhone 8;legocolor134.png;Bright Pink
937;138;248;241;231;iPhone 8;legocolor134.png;White
931;348;249;242;232;iPhone 8;legocolor134.png;White
878;391;199;226;149;iPhone 8;legocolor134.png;Yellowish Green
883;426;217;242;159;iPhone 8;legocolor134.png;Yellowish Green
752;469;195;179;154;iPhone 8;legocolor134.png;Tan
767;559;228;203;162;iPhone 8;legocolor134.png;Tan
685;596;243;74;77;iPhone 8;legocolor134.png;Red
683;635;237;66;74;iPhone 8;legocolor134.png;Red
765;724;119;127;140;iPhone 8;legocolor134.png;Dark Bluish Grey
760;811;153;161;174;iPhone 8;legocolor134.png;Dark Bluish Grey
841;883;71;74;79;iPhone 8;legocolor134.png;Black
854;989;50;54;65;iPhone 8;legocolor134.png;Black
975;913;168;176;187;iPhone 8;legocolor134.png;Light Bluish Grey
978;1073;191;198;204;iPhone 8;legocolor134.png;Light Bluish Grey
615;202;245;116;35;iPhone 8;legocolor135.png;Orange
676;256;247;140;70;iPhone 8;legocolor135.png;Orange
726;266;84;158;197;iPhone 8;legocolor135.png;Medium Azure
825;326;87;166;209;iPhone 8;legocolor135.png;Medium Azure
845;339;44;120;195;iPhone 8;legocolor135.png;Dark Azure
858;449;71;123;183;iPhone 8;legocolor135.png;Dark Azure
936;369;166;200;201;iPhone 8;legocolor135.png;Aqua
953;480;195;209;194;iPhone 8;legocolor135.png;Aqua
1041;389;210;180;58;iPhone 8;legocolor135.png;Yellow
1049;466;224;180;59;iPhone 8;legocolor135.png;Yellow
1067;477;211;194;114;iPhone 8;legocolor135.png;Bright Light Yellow
1094;494;205;188;110;iPhone 8;legocolor135.png;Bright Light Yellow
1213;470;198;141;160;iPhone 8;legocolor135.png;Bright Pink
1238;538;206;142;159;iPhone 8;legocolor135.png;Bright Pink
440;218;186;214;217;iPhone 8;legocolor135.png;White
533;339;223;238;231;iPhone 8;legocolor135.png;White
554;404;206;240;166;iPhone 8;legocolor135.png;Yellowish Green
602;415;222;235;155;iPhone 8;legocolor135.png;Yellowish Green
528;466;200;196;158;iPhone 8;legocolor135.png;Tan
616;507;200;173;128;iPhone 8;legocolor135.png;Tan
558;577;195;83;71;iPhone 8;legocolor135.png;Red
605;589;198;74;62;iPhone 8;legocolor135.png;Red
710;629;117;116;111;iPhone 8;legocolor135.png;Dark Bluish Grey
758;671;116;118;113;iPhone 8;legocolor135.png;Dark Bluish Grey
890;597;71;68;63;iPhone 8;legocolor135.png;Black
943;653;61;57;54;iPhone 8;legocolor135.png;Black
994;527;120;142;155;iPhone 8;legocolor135.png;Light Bluish Grey
1096;588;134;151;159;iPhone 8;legocolor135.png;Light Bluish Grey
548;169;237;112;32;iPhone 8;legocolor136.png;Orange
618;247;254;144;57;iPhone 8;legocolor136.png;Orange
670;245;105;162;189;iPhone 8;legocolor136.png;Medium Azure
770;309;97;163;197;iPhone 8;legocolor136.png;Medium Azure
788;319;71;131;185;iPhone 8;legocolor136.png;Dark Azure
804;414;82;134;192;iPhone 8;legocolor136.png;Dark Azure
862;337;184;207;201;iPhone 8;legocolor136.png;Aqua
875;419;195;214;212;iPhone 8;legocolor136.png;Aqua
942;380;229;184;69;iPhone 8;legocolor136.png;Yellow
959;416;235;193;75;iPhone 8;legocolor136.png;Yellow
976;442;227;201;116;iPhone 8;legocolor136.png;Bright Light Yellow
997;469;226;201;121;iPhone 8;legocolor136.png;Bright Light Yellow
1091;422;210;151;171;iPhone 8;legocolor136.png;Bright Pink
1107;461;217;158;180;iPhone 8;legocolor136.png;Bright Pink
440;241;198;191;175;iPhone 8;legocolor136.png;White
515;352;235;226;209;iPhone 8;legocolor136.png;White
546;401;207;219;147;iPhone 8;legocolor136.png;Yellowish Green
586;414;195;198;129;iPhone 8;legocolor136.png;Yellowish Green
548;467;205;186;146;iPhone 8;legocolor136.png;Tan
584;534;216;182;147;iPhone 8;legocolor136.png;Tan
590;553;191;96;90;iPhone 8;legocolor136.png;Red
616;604;187;92;86;iPhone 8;legocolor136.png;Red
694;580;128;127;125;iPhone 8;legocolor136.png;Dark Bluish Grey
745;629;129;127;128;iPhone 8;legocolor136.png;Dark Bluish Grey
857;556;84;84;82;iPhone 8;legocolor136.png;Black
888;650;89;90;85;iPhone 8;legocolor136.png;Black
933;506;132;131;127;iPhone 8;legocolor136.png;Light Bluish Grey
973;613;158;154;153;iPhone 8;legocolor136.png;Light Bluish Grey
195;491;228;119;36;iPhone 8;legocolor137.png;Orange
383;472;253;143;54;iPhone 8;legocolor137.png;Orange
429;382;90;172;212;iPhone 8;legocolor137.png;Medium Azure
587;322;89;168;211;iPhone 8;legocolor137.png;Medium Azure
655;271;54;126;200;iPhone 8;legocolor137.png;Dark Azure
683;372;75;127;187;iPhone 8;legocolor137.png;Dark Azure
697;237;170;204;206;iPhone 8;legocolor137.png;Aqua
707;324;190;210;198;iPhone 8;legocolor137.png;Aqua
670;186;183;160;58;iPhone 8;legocolor137.png;Yellow
708;183;243;205;72;iPhone 8;legocolor137.png;Yellow
747;223;227;195;96;iPhone 8;legocolor137.png;Bright Light Yellow
790;223;224;203;122;iPhone 8;legocolor137.png;Bright Light Yellow
785;139;204;145;173;iPhone 8;legocolor137.png;Bright Pink
805;162;221;159;174;iPhone 8;legocolor137.png;Bright Pink
338;665;202;226;226;iPhone 8;legocolor137.png;White
486;651;224;240;229;iPhone 8;legocolor137.png;White
555;610;230;255;198;iPhone 8;legocolor137.png;Yellowish Green
623;644;202;236;159;iPhone 8;legocolor137.png;Yellowish Green
715;601;210;212;173;iPhone 8;legocolor137.png;Tan
729;671;217;225;184;iPhone 8;legocolor137.png;Tan
888;594;211;81;67;iPhone 8;legocolor137.png;Red
929;590;206;79;70;iPhone 8;legocolor137.png;Red
901;500;123;127;130;iPhone 8;legocolor137.png;Dark Bluish Grey
988;488;129;128;123;iPhone 8;legocolor137.png;Dark Bluish Grey
967;342;53;54;56;iPhone 8;legocolor137.png;Black
1008;319;65;62;55;iPhone 8;legocolor137.png;Black
922;273;145;171;184;iPhone 8;legocolor137.png;Light Bluish Grey
1001;201;13;17;18;iPhone 8;legocolor137.png;Light Bluish Grey
293;305;184;91;32;iPhone 8;legocolor138.png;Orange
479;386;255;151;66;iPhone 8;legocolor138.png;Orange
564;343;94;154;178;iPhone 8;legocolor138.png;Medium Azure
775;383;96;155;187;iPhone 8;legocolor138.png;Medium Azure
840;339;63;114;169;iPhone 8;legocolor138.png;Dark Azure
886;491;83;123;175;iPhone 8;legocolor138.png;Dark Azure
934;327;158;185;180;iPhone 8;legocolor138.png;Aqua
970;448;170;191;186;iPhone 8;legocolor138.png;Aqua
1015;345;207;175;74;iPhone 8;legocolor138.png;Yellow
1057;381;213;181;72;iPhone 8;legocolor138.png;Yellow
1115;402;204;188;111;iPhone 8;legocolor138.png;Bright Light Yellow
1145;435;213;198;117;iPhone 8;legocolor138.png;Bright Light Yellow
1244;296;195;150;171;iPhone 8;legocolor138.png;Bright Pink
1276;348;210;157;183;iPhone 8;legocolor138.png;Bright Pink
254;475;171;173;151;iPhone 8;legocolor138.png;White
441;611;201;197;172;iPhone 8;legocolor138.png;White
525;650;175;190;121;iPhone 8;legocolor138.png;Yellowish Green
572;686;178;194;121;iPhone 8;legocolor138.png;Yellowish Green
652;730;170;158;118;iPhone 8;legocolor138.png;Tan
731;792;176;159;116;iPhone 8;legocolor138.png;Tan
792;774;166;107;103;iPhone 8;legocolor138.png;Red
840;857;171;96;93;iPhone 8;legocolor138.png;Red
949;751;93;97;100;iPhone 8;legocolor138.png;Dark Bluish Grey
1045;784;93;97;100;iPhone 8;legocolor138.png;Dark Bluish Grey
1168;595;63;67;70;iPhone 8;legocolor138.png;Black
1255;606;52;56;59;iPhone 8;legocolor138.png;Black
1221;461;79;88;85;iPhone 8;legocolor138.png;Light Bluish Grey
1348;459;90;105;100;iPhone 8;legocolor138.png;Light Bluish Grey
337;251;240;112;25;iPhone 8;legocolor139.png;Orange
497;306;254;148;62;iPhone 8;legocolor139.png;Orange
572;260;116;183;202;iPhone 8;legocolor139.png;Medium Azure
768;287;111;183;208;iPhone 8;legocolor139.png;Medium Azure
837;275;87;152;210;iPhone 8;legocolor139.png;Dark Azure
872;390;98;153;207;iPhone 8;legocolor139.png;Dark Azure
928;252;195;219;206;iPhone 8;legocolor139.png;Aqua
959;348;203;224;209;iPhone 8;legocolor139.png;Aqua
1013;204;226;189;59;iPhone 8;legocolor139.png;Yellow
1041;271;239;199;75;iPhone 8;legocolor139.png;Yellow
1100;281;232;209;113;iPhone 8;legocolor139.png;Bright Light Yellow
1138;323;240;217;124;iPhone 8;legocolor139.png;Bright Light Yellow
1212;162;231;173;187;iPhone 8;legocolor139.png;Bright Pink
1257;217;236;177;195;iPhone 8;legocolor139.png;Bright Pink
271;446;205;195;170;iPhone 8;legocolor139.png;White
474;542;223;216;187;iPhone 8;legocolor139.png;White
550;574;205;218;138;iPhone 8;legocolor139.png;Yellowish Green
588;611;207;220;138;iPhone 8;legocolor139.png;Yellowish Green
663;671;206;185;138;iPhone 8;legocolor139.png;Tan
745;724;212;190;141;iPhone 8;legocolor139.png;Tan
817;730;210;112;101;iPhone 8;legocolor139.png;Red
867;813;241;175;161;iPhone 8;legocolor139.png;Red
954;672;140;141;133;iPhone 8;legocolor139.png;Dark Bluish Grey
1046;705;152;154;143;iPhone 8;legocolor139.png;Dark Bluish Grey
1146;553;105;103;91;iPhone 8;legocolor139.png;Black
1231;558;110;110;100;iPhone 8;legocolor139.png;Black
1203;412;160;162;151;iPhone 8;legocolor139.png;Light Bluish Grey
1278;514;185;186;172;iPhone 8;legocolor139.png;Light Bluish Grey
442;270;172;88;52;iPhone 8;legocolor140.png;Orange
600;322;200;106;54;iPhone 8;legocolor140.png;Orange
657;288;53;112;146;iPhone 8;legocolor140.png;Medium Azure
821;316;48;107;141;iPhone 8;legocolor140.png;Medium Azure
868;282;25;84;142;iPhone 8;legocolor140.png;Dark Azure
904;392;34;84;133;iPhone 8;legocolor140.png;Dark Azure
954;271;128;155;164;iPhone 8;legocolor140.png;Aqua
976;364;132;153;148;iPhone 8;legocolor140.png;Aqua
1025;243;151;127;57;iPhone 8;legocolor140.png;Yellow
1052;310;177;141;53;iPhone 8;legocolor140.png;Yellow
1100;309;181;163;99;iPhone 8;legocolor140.png;Bright Light Yellow
1132;345;189;166;96;iPhone 8;legocolor140.png;Bright Light Yellow
1192;225;156;112;137;iPhone 8;legocolor140.png;Bright Pink
1235;271;171;125;162;iPhone 8;legocolor140.png;Bright Pink
367;411;183;181;182;iPhone 8;legocolor140.png;White
529;493;185;185;185;iPhone 8;legocolor140.png;White
610;534;160;183;129;iPhone 8;legocolor140.png;Yellowish Green
646;564;162;186;128;iPhone 8;legocolor140.png;Yellowish Green
694;612;141;130;110;iPhone 8;legocolor140.png;Tan
775;658;135;123;101;iPhone 8;legocolor140.png;Tan
817;679;119;58;55;iPhone 8;legocolor140.png;Red
857;739;135;51;51;iPhone 8;legocolor140.png;Red
953;634;54;57;62;iPhone 8;legocolor140.png;Dark Bluish Grey
1043;639;55;60;64;iPhone 8;legocolor140.png;Dark Bluish Grey
1159;527;25;26;28;iPhone 8;legocolor140.png;Black
1198;581;23;27;36;iPhone 8;legocolor140.png;Black
1200;394;76;79;86;iPhone 8;legocolor140.png;Light Bluish Grey
1313;397;104;108;120;iPhone 8;legocolor140.png;Light Bluish Grey
734;221;189;115;80;iPhone 8;legocolor141.png;Orange
783;321;197;103;49;iPhone 8;legocolor141.png;Orange
829;331;63;108;131;iPhone 8;legocolor141.png;Medium Azure
871;396;69;121;145;iPhone 8;legocolor141.png;Medium Azure
890;390;38;89;134;iPhone 8;legocolor141.png;Dark Azure
906;536;41;86;128;iPhone 8;legocolor141.png;Dark Azure
993;463;120;150;160;iPhone 8;legocolor141.png;Aqua
1007;582;140;164;164;iPhone 8;legocolor141.png;Aqua
1117;552;177;147;57;iPhone 8;legocolor141.png;Yellow
1151;570;202;165;61;iPhone 8;legocolor141.png;Yellow
1158;613;204;181;101;iPhone 8;legocolor141.png;Bright Light Yellow
1189;682;155;135;82;iPhone 8;legocolor141.png;Bright Light Yellow
1299;713;147;103;120;iPhone 8;legocolor141.png;Bright Pink
1370;772;166;120;157;iPhone 8;legocolor141.png;Bright Pink
560;241;202;198;187;iPhone 8;legocolor141.png;White
619;385;198;193;173;iPhone 8;legocolor141.png;White
587;429;194;207;138;iPhone 8;legocolor141.png;Yellowish Green
627;472;128;143;86;iPhone 8;legocolor141.png;Yellowish Green
507;508;166;152;126;iPhone 8;legocolor141.png;Tan
556;580;110;94;68;iPhone 8;legocolor141.png;Tan
453;591;126;52;49;iPhone 8;legocolor141.png;Red
507;615;81;30;27;iPhone 8;legocolor141.png;Red
592;698;98;94;91;iPhone 8;legocolor141.png;Dark Bluish Grey
662;761;39;40;42;iPhone 8;legocolor141.png;Dark Bluish Grey
773;762;25;29;30;iPhone 8;legocolor141.png;Black
882;841;23;24;26;iPhone 8;legocolor141.png;Black
973;765;80;84;95;iPhone 8;legocolor141.png;Light Bluish Grey
1038;898;82;86;89;iPhone 8;legocolor141.png;Light Bluish Grey
1195;628;125;48;22;iPhone 8;legocolor142.png;Orange
1006;717;163;79;43;iPhone 8;legocolor142.png;Orange
973;823;33;78;109;iPhone 8;legocolor142.png;Medium Azure
756;833;32;84;121;iPhone 8;legocolor142.png;Medium Azure
681;577;23;75;135;iPhone 8;legocolor142.png;Dark Azure
645;659;10;68;131;iPhone 8;legocolor142.png;Dark Azure
592;660;113;151;170;iPhone 8;legocolor142.png;Aqua
556;722;127;165;174;iPhone 8;legocolor142.png;Aqua
508;823;151;134;78;iPhone 8;legocolor142.png;Yellow
468;852;174;156;92;iPhone 8;legocolor142.png;Yellow
416;765;182;176;128;iPhone 8;legocolor142.png;Bright Light Yellow
381;794;194;188;140;iPhone 8;legocolor142.png;Bright Light Yellow
284;854;118;87;131;iPhone 8;legocolor142.png;Bright Pink
234;894;143;110;165;iPhone 8;legocolor142.png;Bright Pink
1130;431;132;127;133;iPhone 8;legocolor142.png;White
976;434;141;143;156;iPhone 8;legocolor142.png;White
902;445;130;168;129;iPhone 8;legocolor142.png;Yellowish Green
871;468;125;165;128;iPhone 8;legocolor142.png;Yellowish Green
810;324;118;124;112;iPhone 8;legocolor142.png;Tan
745;367;115;118;107;iPhone 8;legocolor142.png;Tan
693;246;102;42;52;iPhone 8;legocolor142.png;Red
661;322;128;40;54;iPhone 8;legocolor142.png;Red
594;348;38;50;66;iPhone 8;legocolor142.png;Dark Bluish Grey
521;361;40;53;70;iPhone 8;legocolor142.png;Dark Bluish Grey
438;347;17;25;38;iPhone 8;legocolor142.png;Black
369;354;13;19;31;iPhone 8;legocolor142.png;Black
381;419;108;132;168;iPhone 8;legocolor142.png;Light Bluish Grey
318;539;90;106;129;iPhone 8;legocolor142.png;Light Bluish Grey
1140;201;122;88;78;iPhone 8;legocolor143.png;Orange
1115;352;137;74;41;iPhone 8;legocolor143.png;Orange
1199;405;77;110;127;iPhone 8;legocolor143.png;Medium Azure
1109;612;43;88;111;iPhone 8;legocolor143.png;Medium Azure
837;435;27;72;111;iPhone 8;legocolor143.png;Dark Azure
808;516;29;69;105;iPhone 8;legocolor143.png;Dark Azure
859;565;91;123;122;iPhone 8;legocolor143.png;Aqua
811;676;121;134;117;iPhone 8;legocolor143.png;Aqua
940;738;149;125;61;iPhone 8;legocolor143.png;Yellow
867;840;135;102;35;iPhone 8;legocolor143.png;Yellow
820;814;146;127;68;iPhone 8;legocolor143.png;Bright Light Yellow
750;885;165;145;82;iPhone 8;legocolor143.png;Bright Light Yellow
843;958;101;61;85;iPhone 8;legocolor143.png;Bright Pink
804;1070;174;131;151;iPhone 8;legocolor143.png;Bright Pink
944;123;142;137;133;iPhone 8;legocolor143.png;White
824;283;209;203;189;iPhone 8;legocolor143.png;White
755;340;112;124;84;iPhone 8;legocolor143.png;Yellowish Green
698;359;127;142;87;iPhone 8;legocolor143.png;Yellowish Green
585;335;108;107;79;iPhone 8;legocolor143.png;Tan
532;411;117;103;74;iPhone 8;legocolor143.png;Tan
406;345;88;38;39;iPhone 8;legocolor143.png;Red
376;364;94;38;39;iPhone 8;legocolor143.png;Red
431;490;52;56;55;iPhone 8;legocolor143.png;Dark Bluish Grey
388;541;45;46;48;iPhone 8;legocolor143.png;Dark Bluish Grey
356;561;32;34;33;iPhone 8;legocolor143.png;Black
296;607;34;36;35;iPhone 8;legocolor143.png;Black
491;614;87;92;88;iPhone 8;legocolor143.png;Light Bluish Grey
408;684;86;88;87;iPhone 8;legocolor143.png;Light Bluish Grey
353;219;255;116;44;iPhone 8;legocolor144.png;Orange
505;276;255;146;75;iPhone 8;legocolor144.png;Orange
587;233;106;201;233;iPhone 8;legocolor144.png;Medium Azure
761;250;95;192;224;iPhone 8;legocolor144.png;Medium Azure
817;260;59;147;221;iPhone 8;legocolor144.png;Dark Azure
841;340;72;159;228;iPhone 8;legocolor144.png;Dark Azure
