X_axis;Y_axis;R;G;B;Camera;Photo_number;Color;Hue;Saturation;Value;Y;U;V;R_Average;G_Average;B_Average
811;828;196;178;80;iPhone 12 Pro;legocolor147.png;Yellow;51.0;0.59183673;0.76862745;172.21;-45.36732;20.86383;153;138;122
798;933;141;124;54;iPhone 12 Pro;legocolor147.png;Yellow;48.0;0.61702128;0.55294118;121.103;-33.014676;17.449669;153;138;122
697;906;148;144;97;iPhone 12 Pro;legocolor147.png;Bright Light Yellow;55.0;0.34459459;0.58039216;139.838;-21.076296;7.158074;153;138;122
636;919;178;181;160;iPhone 12 Pro;legocolor147.png;Bright Light Yellow;69.0;0.1160221;0.70980392;177.709;-8.712828;0.255207;153;138;122
639;1031;171;142;222;iPhone 12 Pro;legocolor147.png;Bright Pink;262.0;0.36036036;0.87058824;159.791;30.606828;9.830293;153;138;122
571;1138;168;140;217;iPhone 12 Pro;legocolor147.png;Bright Pink;262.0;0.35483871;0.85098039;157.15;29.4462;9.51545;153;138;122
1079;358;219;238;253;iPhone 12 Pro;legocolor147.png;White;206.0;0.13438735;0.99215686;234.029;9.333732;-13.180433;153;138;122
987;467;163;184;205;iPhone 12 Pro;legocolor147.png;White;210.0;0.20487805;0.80392157;180.115;12.24342;-15.009855;153;138;122
906;482;132;169;128;iPhone 12 Pro;legocolor147.png;Yellowish Green;114.0;0.24260355;0.6627451;153.263;-12.429396;-18.647651;153;138;122
859;502;144;185;141;iPhone 12 Pro;legocolor147.png;Yellowish Green;116.0;0.23783784;0.7254902;167.725;-13.1487;-20.806825;153;138;122
781;457;125;130;107;iPhone 12 Pro;legocolor147.png;Tan;73.0;0.17692308;0.50980392;125.883;-9.290436;-0.774391;153;138;122
703;459;175;179;178;iPhone 12 Pro;legocolor147.png;Tan;165.0;0.02234637;0.70196078;177.69;0.15252;-2.35913;153;138;122
631;452;107;15;20;iPhone 12 Pro;legocolor147.png;Red;357.0;0.85981308;0.41960784;43.078;-11.354376;56.059594;153;138;122
624;511;118;27;42;iPhone 12 Pro;legocolor147.png;Red;350.0;0.77118644;0.4627451;55.919;-6.848148;54.445037;153;138;122
594;561;38;54;70;iPhone 12 Pro;legocolor147.png;Dark Bluish Grey;210.0;0.45714286;0.2745098;51.04;9.32832;-11.43608;153;138;122
498;585;93;113;140;iPhone 12 Pro;legocolor147.png;Dark Bluish Grey;214.0;0.33571429;0.54901961;110.098;14.711784;-14.994946;153;138;122
440;599;4;10;24;iPhone 12 Pro;legocolor147.png;Black;222.0;0.83333333;0.09411765;9.802;6.985416;-5.088354;153;138;122
385;621;2;5;14;iPhone 12 Pro;legocolor147.png;Black;225.0;0.85714286;0.05490196;5.129;4.364532;-2.744133;153;138;122
483;649;121;142;169;iPhone 12 Pro;legocolor147.png;Light Bluish Grey;214.0;0.28402367;0.6627451;138.799;14.858892;-15.609723;153;138;122
334;744;133;161;208;iPhone 12 Pro;legocolor147.png;Light Bluish Grey;218.0;0.36057692;0.81568627;157.986;24.606888;-21.912722;153;138;122
178;489;204;112;39;iPhone 12 Pro;legocolor148.png;Orange;27.0;0.80882353;0.8;131.186;-45.355512;63.857878;158;172;173
390;560;187;94;16;iPhone 12 Pro;legocolor148.png;Orange;27.0;0.9144385;0.73333333;112.915;-47.68218;64.972545;158;172;173
522;517;54;111;130;iPhone 12 Pro;legocolor148.png;Medium Azure;195.0;0.58461538;0.50980392;96.123;16.667484;-36.941871;158;172;173
782;546;47;109;134;iPhone 12 Pro;legocolor148.png;Medium Azure;197.0;0.64925373;0.5254902;93.312;20.018496;-40.615624;158;172;173
857;527;23;85;136;iPhone 12 Pro;legocolor148.png;Dark Azure;207.0;0.83088235;0.53333333;72.276;31.352208;-43.215052;158;172;173
905;656;24;82;128;iPhone 12 Pro;legocolor148.png;Dark Azure;207.0;0.8125;0.50196078;69.902;28.584216;-40.256054;158;172;173
995;542;158;190;185;iPhone 12 Pro;legocolor148.png;Aqua;171.0;0.16842105;0.74509804;179.862;2.527896;-19.172974;158;172;173
1019;619;146;173;166;iPhone 12 Pro;legocolor148.png;Aqua;164.0;0.15606936;0.67843137;164.129;0.920532;-15.899133;158;172;173
1088;503;194;166;41;iPhone 12 Pro;legocolor148.png;Yellow;49.0;0.78865979;0.76078431;160.122;-58.608024;29.711006;158;172;173
1151;502;176;147;27;iPhone 12 Pro;legocolor148.png;Yellow;48.0;0.84659091;0.69019608;141.991;-56.575572;29.825893;158;172;173
1215;562;176;160;75;iPhone 12 Pro;legocolor148.png;Bright Light Yellow;50.0;0.57386364;0.69019608;155.094;-39.406248;18.334562;158;172;173
1263;556;174;157;75;iPhone 12 Pro;legocolor148.png;Bright Light Yellow;50.0;0.56896552;0.68235294;152.735;-38.24562;18.649405;158;172;173
1384;441;169;123;151;iPhone 12 Pro;legocolor148.png;Bright Pink;323.0;0.27218935;0.6627451;139.946;5.438568;25.480358;158;172;173
1423;481;180;135;178;iPhone 12 Pro;legocolor148.png;Bright Pink;303.0;0.25;0.70588235;153.357;12.124356;23.365911;158;172;173
80;733;179;177;164;iPhone 12 Pro;legocolor148.png;White;52.0;0.08379888;0.70196078;176.116;-5.961072;2.529268;158;172;173
345;835;174;173;152;iPhone 12 Pro;legocolor148.png;White;57.0;0.12643678;0.68235294;170.905;-9.30126;2.714315;158;172;173
462;884;148;165;87;iPhone 12 Pro;legocolor148.png;Yellowish Green;73.0;0.47272727;0.64705882;151.025;-31.5003;-2.652925;158;172;173
510;920;151;166;85;iPhone 12 Pro;legocolor148.png;Yellowish Green;71.0;0.48795181;0.65098039;152.281;-33.102252;-1.123437;158;172;173
572;958;132;122;86;iPhone 12 Pro;legocolor148.png;Tan;47.0;0.34848485;0.51764706;120.886;-17.163912;9.746978;158;172;173
715;1051;134;120;83;iPhone 12 Pro;legocolor148.png;Tan;44.0;0.38059701;0.5254902;119.968;-18.188256;12.306064;158;172;173
792;1085;116;46;38;iPhone 12 Pro;legocolor148.png;Red;6.0;0.67241379;0.45490196;66.018;-13.784856;43.834214;158;172;173
860;1174;126;8;8;iPhone 12 Pro;legocolor148.png;Red;0.0;0.93650794;0.49411765;43.282;-17.358744;72.543686;158;172;173
1001;1029;58;59;61;iPhone 12 Pro;legocolor148.png;Dark Bluish Grey;220.0;0.04918033;0.23921569;58.929;1.018932;-0.814733;158;172;173
1126;1037;58;62;65;iPhone 12 Pro;legocolor148.png;Dark Bluish Grey;206.0;0.10769231;0.25490196;61.146;1.896168;-2.759042;158;172;173
1266;847;7;9;8;iPhone 12 Pro;legocolor148.png;Black;150.0;0.22222222;0.03529412;8.288;-0.141696;-1.129576;158;172;173
1347;925;2;4;3;iPhone 12 Pro;legocolor148.png;Black;150.0;0.5;0.01568627;3.288;-0.141696;-1.129576;158;172;173
1335;690;79;86;94;iPhone 12 Pro;legocolor148.png;Light Bluish Grey;212.0;0.15957447;0.36862745;84.819;4.517052;-5.103263;158;172;173
1512;690;108;117;126;iPhone 12 Pro;legocolor148.png;Light Bluish Grey;210.0;0.14285714;0.49411765;115.335;5.24718;-6.432795;158;172;173
1282;248;218;133;76;iPhone 12 Pro;legocolor149.png;Orange;24.0;0.65137615;0.85490196;151.917;-37.351164;57.954791;165;173;172
1214;409;143;72;10;iPhone 12 Pro;legocolor149.png;Orange;28.0;0.93006993;0.56078431;86.161;-37.471212;49.847803;165;173;172
1281;495;71;119;139;iPhone 12 Pro;legocolor149.png;Medium Azure;198.0;0.48920863;0.54509804;106.928;15.779424;-31.508856;165;173;172
1109;680;44;108;135;iPhone 12 Pro;legocolor149.png;Medium Azure;198.0;0.67407407;0.52941176;91.942;21.184536;-42.045134;165;173;172
819;450;5;71;121;iPhone 12 Pro;legocolor149.png;Dark Azure;206.0;0.95867769;0.4745098;56.966;31.504728;-45.574182;165;173;172
785;513;0;66;116;iPhone 12 Pro;legocolor149.png;Dark Azure;206.0;1.0;0.45490196;51.966;31.504728;-45.574182;165;173;172
796;587;116;147;142;iPhone 12 Pro;legocolor149.png;Aqua;170.0;0.21088435;0.57647059;137.161;2.380788;-18.558197;165;173;172
754;702;119;145;134;iPhone 12 Pro;legocolor149.png;Aqua;155.0;0.17931034;0.56862745;135.972;-0.970224;-14.884444;165;173;172
808;734;203;169;43;iPhone 12 Pro;legocolor149.png;Yellow;47.0;0.78817734;0.79607843;164.802;-59.926584;33.499646;165;173;172
766;872;150;119;13;iPhone 12 Pro;legocolor149.png;Yellow;46.0;0.91333333;0.58823529;116.185;-50.76702;29.655755;165;173;172
671;843;152;138;65;iPhone 12 Pro;legocolor149.png;Bright Light Yellow;50.0;0.57236842;0.59607843;133.864;-33.881088;15.905272;165;173;172
623;914;148;139;70;iPhone 12 Pro;legocolor149.png;Bright Light Yellow;53.0;0.52702703;0.58039216;133.825;-31.4019;12.431475;165;173;172
613;992;172;123;153;iPhone 12 Pro;legocolor149.png;Bright Pink;323.0;0.28488372;0.6745098;141.071;5.869068;27.124733;165;173;172
534;1137;174;129;162;iPhone 12 Pro;legocolor149.png;Bright Pink;316.0;0.25862069;0.68235294;146.217;7.765236;24.365691;165;173;172
1073;151;226;224;212;iPhone 12 Pro;legocolor149.png;White;51.0;0.0619469;0.88627451;223.23;-5.52516;2.42929;165;173;172
914;304;219;219;207;iPhone 12 Pro;legocolor149.png;White;60.0;0.05479452;0.85882353;217.632;-5.230944;1.199736;165;173;172
827;336;114;131;76;iPhone 12 Pro;legocolor149.png;Yellowish Green;79.0;0.41984733;0.51372549;119.647;-21.474324;-4.952419;165;173;172
765;349;129;149;80;iPhone 12 Pro;legocolor149.png;Yellowish Green;77.0;0.46308725;0.58431373;135.154;-27.135768;-5.397058;165;173;172
654;298;119;119;83;iPhone 12 Pro;legocolor149.png;Tan;60.0;0.30252101;0.46666667;114.896;-15.692832;3.599208;165;173;172
569;296;169;154;123;iPhone 12 Pro;legocolor149.png;Tan;40.0;0.27218935;0.6627451;154.951;-15.719892;12.320973;165;173;172
422;283;100;19;18;iPhone 12 Pro;legocolor149.png;Red;1.0;0.82;0.39215686;43.105;-12.35166;49.896915;165;173;172
400;381;94;12;14;iPhone 12 Pro;legocolor149.png;Red;359.0;0.87234043;0.36862745;36.746;-11.191032;50.211758;165;173;172
399;435;41;46;49;iPhone 12 Pro;legocolor149.png;Dark Bluish Grey;202.0;0.16326531;0.19215686;44.847;2.043276;-3.373819;165;173;172
281;476;60;64;65;iPhone 12 Pro;legocolor149.png;Dark Bluish Grey;192.0;0.07692308;0.25490196;62.918;1.024344;-2.559086;165;173;172
248;477;7;11;14;iPhone 12 Pro;legocolor149.png;Black;206.0;0.5;0.05490196;10.146;1.896168;-2.759042;165;173;172
133;518;2;3;5;iPhone 12 Pro;legocolor149.png;Black;220.0;0.6;0.01960784;2.929;1.018932;-0.814733;165;173;172
310;550;124;128;129;iPhone 12 Pro;legocolor149.png;Light Bluish Grey;192.0;0.03875969;0.50588235;126.918;1.024344;-2.559086;165;173;172
245;757;69;78;77;iPhone 12 Pro;legocolor149.png;Light Bluish Grey;173.0;0.11538462;0.30588235;75.195;0.88806;-5.433015;165;173;172
385;435;161;73;25;iPhone 12 Pro;legocolor150.png;Orange;21.0;0.8447205;0.63137255;93.84;-33.86928;58.89932;161;145;130
545;469;185;96;52;iPhone 12 Pro;legocolor150.png;Orange;20.0;0.71891892;0.7254902;117.595;-32.27274;59.114185;161;145;130
596;440;52;135;185;iPhone 12 Pro;legocolor150.png;Medium Azure;203.0;0.71891892;0.7254902;115.883;34.005564;-56.025391;161;145;130
777;453;41;126;180;iPhone 12 Pro;legocolor150.png;Medium Azure;203.0;0.77222222;0.70588235;106.741;36.043428;-57.654857;161;145;130
812;416;13;93;164;iPhone 12 Pro;legocolor150.png;Dark Azure;208.0;0.92073171;0.64313725;77.174;42.718392;-56.280598;161;145;130
854;513;14;93;168;iPhone 12 Pro;legocolor150.png;Dark Azure;209.0;0.91666667;0.65882353;77.929;44.314932;-56.065733;161;145;130
891;411;115;162;192;iPhone 12 Pro;legocolor150.png;Aqua;203.0;0.40104167;0.75294118;151.367;19.991436;-31.893859;161;145;130
931;477;121;168;198;iPhone 12 Pro;legocolor150.png;Aqua;203.0;0.38888889;0.77647059;157.367;19.991436;-31.893859;161;145;130
975;375;153;139;51;iPhone 12 Pro;legocolor150.png;Yellow;52.0;0.66666667;0.6;133.154;-40.419768;17.404942;161;145;130
1005;431;154;137;45;iPhone 12 Pro;legocolor150.png;Yellow;51.0;0.70779221;0.60392157;131.595;-42.60474;19.649185;161;145;130
1052;433;158;160;113;iPhone 12 Pro;legocolor150.png;Bright Light Yellow;63.0;0.29375;0.62745098;154.044;-20.193648;3.469412;161;145;130
1064;408;215;219;160;iPhone 12 Pro;legocolor150.png;Bright Light Yellow;64.0;0.26940639;0.85882353;211.078;-25.130376;3.439594;161;145;130
1148;348;145;117;176;iPhone 12 Pro;legocolor150.png;Bright Pink;268.0;0.33522727;0.69019608;132.098;21.599784;11.315054;161;145;130
1186;386;150;121;187;iPhone 12 Pro;legocolor150.png;Bright Pink;266.0;0.35294118;0.73333333;137.195;24.50406;11.229985;161;145;130
298;558;171;189;209;iPhone 12 Pro;legocolor150.png;White;212.0;0.18181818;0.81960784;185.898;11.366184;-13.065546;161;145;130
485;632;165;185;209;iPhone 12 Pro;legocolor150.png;White;213.0;0.21052632;0.81960784;181.756;13.404048;-14.695012;161;145;130
549;663;141;179;138;iPhone 12 Pro;legocolor150.png;Yellowish Green;116.0;0.22905028;0.70196078;162.964;-12.282288;-19.262428;161;145;130
590;682;143;182;138;iPhone 12 Pro;legocolor150.png;Yellowish Green;113.0;0.24175824;0.71372549;165.323;-13.442916;-19.577271;161;145;130
624;737;127;128;120;iPhone 12 Pro;legocolor150.png;Tan;67.0;0.0625;0.50196078;126.789;-3.340188;0.185047;161;145;130
708;768;130;127;118;iPhone 12 Pro;legocolor150.png;Tan;45.0;0.09230769;0.50980392;126.871;-4.364532;2.744133;161;145;130
750;794;117;59;73;iPhone 12 Pro;legocolor150.png;Red;346.0;0.4957265;0.45882353;77.938;-2.429496;34.257374;161;145;130
810;852;122;7;24;iPhone 12 Pro;legocolor150.png;Red;351.0;0.94262295;0.47843137;43.323;-9.506916;68.999729;161;145;130
893;743;37;50;69;iPhone 12 Pro;legocolor150.png;Dark Bluish Grey;216.0;0.46376812;0.27058824;48.279;10.194732;-9.891683;161;145;130
986;759;43;56;75;iPhone 12 Pro;legocolor150.png;Dark Bluish Grey;216.0;0.42666667;0.29411765;54.279;10.194732;-9.891683;161;145;130
1107;613;9;15;29;iPhone 12 Pro;legocolor150.png;Black;222.0;0.68965517;0.11372549;14.802;6.985416;-5.088354;161;145;130
1166;675;4;11;27;iPhone 12 Pro;legocolor150.png;Black;222.0;0.85185185;0.10588235;10.731;8.004348;-5.903087;161;145;130
1104;508;50;63;80;iPhone 12 Pro;legocolor150.png;Light Bluish Grey;214.0;0.375;0.31372549;61.051;9.322908;-9.691727;161;145;130
1209;564;74;89;110;iPhone 12 Pro;legocolor150.png;Light Bluish Grey;215.0;0.32727273;0.43137255;86.909;11.360772;-11.321193;161;145;130
519;500;236;100;12;iPhone 12 Pro;legocolor151.png;Orange;24.0;0.94915254;0.9254902;130.632;-58.366944;92.407736;122;130;132
634;555;245;124;33;iPhone 12 Pro;legocolor151.png;Orange;26.0;0.86530612;0.96078431;149.805;-57.46806;83.486015;122;130;132
687;541;96;183;211;iPhone 12 Pro;legocolor151.png;Medium Azure;195.0;0.5450237;0.82745098;160.179;25.003932;-56.284983;122;130;132
837;561;91;182;213;iPhone 12 Pro;legocolor151.png;Medium Azure;195.0;0.57276995;0.83529412;158.325;26.9001;-59.044025;122;130;132
864;555;61;151;214;iPhone 12 Pro;legocolor151.png;Dark Azure;205.0;0.71495327;0.83921569;131.272;40.702176;-61.628544;122;130;132
898;641;61;149;213;iPhone 12 Pro;legocolor151.png;Dark Azure;205.0;0.71361502;0.83529412;129.984;40.843872;-60.498968;122;130;132
951;566;176;210;211;iPhone 12 Pro;legocolor151.png;Aqua;182.0;0.16587678;0.82745098;199.948;5.437584;-21.002396;122;130;132
977;637;182;214;211;iPhone 12 Pro;legocolor151.png;Aqua;174.0;0.14953271;0.83921569;204.09;3.39972;-19.37293;122;130;132
1027;576;224;190;54;iPhone 12 Pro;legocolor151.png;Yellow;48.0;0.75892857;0.87843137;184.662;-64.285704;34.499426;122;130;132
1060;612;224;187;54;iPhone 12 Pro;legocolor151.png;Yellow;47.0;0.75892857;0.87843137;182.901;-63.419292;36.043823;122;130;132
1091;617;219;204;121;iPhone 12 Pro;legocolor151.png;Bright Light Yellow;51.0;0.44748858;0.85882353;199.023;-38.387316;17.519829;122;130;132
1122;618;215;198;118;iPhone 12 Pro;legocolor151.png;Bright Light Yellow;49.0;0.45116279;0.84313725;193.963;-37.373796;18.449449;122;130;132
1206;564;226;171;210;iPhone 12 Pro;legocolor151.png;Bright Pink;317.0;0.24336283;0.88627451;191.891;8.909628;29.913593;122;130;132
1237;613;227;172;211;iPhone 12 Pro;legocolor151.png;Bright Pink;317.0;0.24229075;0.89019608;192.891;8.909628;29.913593;122;130;132
413;583;207;208;202;iPhone 12 Pro;legocolor151.png;White;70.0;0.02884615;0.81568627;207.017;-2.468364;-0.014909;122;130;132
587;671;231;232;226;iPhone 12 Pro;legocolor151.png;White;70.0;0.02586207;0.90980392;231.017;-2.468364;-0.014909;122;130;132
598;704;184;208;132;iPhone 12 Pro;legocolor151.png;Yellowish Green;79.0;0.36538462;0.81568627;192.16;-29.59872;-7.15632;122;130;132
644;698;187;207;146;iPhone 12 Pro;legocolor151.png;Yellowish Green;80.0;0.29468599;0.81176471;194.066;-23.648472;-6.196882;122;130;132
630;745;175;173;135;iPhone 12 Pro;legocolor151.png;Tan;57.0;0.22857143;0.68627451;169.266;-16.858872;5.028718;122;130;132
700;792;187;172;133;iPhone 12 Pro;legocolor151.png;Tan;43.0;0.28877005;0.73333333;172.039;-19.207188;13.120797;122;130;132
722;819;184;72;71;iPhone 12 Pro;legocolor151.png;Red;1.0;0.61413043;0.72156863;105.374;-16.912008;68.955002;122;130;132
754;866;210;60;62;iPhone 12 Pro;legocolor151.png;Red;359.0;0.71428571;0.82352941;105.078;-21.194376;92.016594;122;130;132
852;832;122;127;131;iPhone 12 Pro;legocolor151.png;Dark Bluish Grey;207.0;0.06870229;0.51372549;125.961;2.479188;-3.473797;122;130;132
923;838;120;125;129;iPhone 12 Pro;legocolor151.png;Dark Bluish Grey;207.0;0.06976744;0.50588235;123.961;2.479188;-3.473797;122;130;132
1035;746;62;63;65;iPhone 12 Pro;legocolor151.png;Black;220.0;0.04615385;0.25490196;62.929;1.018932;-0.814733;122;130;132
1108;766;42;45;50;iPhone 12 Pro;legocolor151.png;Black;218.0;0.16;0.19607843;44.673;2.620884;-2.344221;122;130;132
1118;671;147;154;160;iPhone 12 Pro;legocolor151.png;Light Bluish Grey;208.0;0.08125;0.62745098;152.591;3.645228;-4.903307;122;130;132
1207;683;164;172;175;iPhone 12 Pro;legocolor151.png;Light Bluish Grey;196.0;0.06285714;0.68627451;169.95;2.4846;-5.21815;122;130;132
1221;870;214;109;44;iPhone 12 Pro;legocolor152.png;Orange;23.0;0.79439252;0.83921569;132.985;-43.78062;71.050155;163;141;125
1058;832;192;98;46;iPhone 12 Pro;legocolor152.png;Orange;21.0;0.76041667;0.75294118;120.178;-36.495576;62.987894;163;141;125
1010;866;57;146;206;iPhone 12 Pro;legocolor152.png;Medium Azure;204.0;0.72330097;0.80784314;126.229;39.247332;-60.713833;163;141;125
838;863;51;157;219;iPhone 12 Pro;legocolor152.png;Medium Azure;202.0;0.76712329;0.85882353;132.374;42.619992;-71.364998;163;141;125
783;823;32;131;222;iPhone 12 Pro;legocolor152.png;Dark Azure;209.0;0.85585586;0.87058824;111.773;54.231684;-69.960921;163;141;125
770;792;95;149;213;iPhone 12 Pro;legocolor152.png;Dark Azure;213.0;0.55399061;0.83529412;140.15;35.8422;-39.59655;163;141;125
708;871;144;203;235;iPhone 12 Pro;legocolor152.png;Aqua;201.0;0.38723404;0.92156863;189.007;22.628556;-39.471139;163;141;125
704;839;141;190;223;iPhone 12 Pro;legocolor152.png;Aqua;204.0;0.367713;0.8745098;179.111;21.593388;-33.423347;163;141;125
655;940;197;185;99;iPhone 12 Pro;legocolor152.png;Yellow;53.0;0.49746193;0.77254902;178.784;-39.253728;15.975432;163;141;125
637;905;173;170;119;iPhone 12 Pro;legocolor152.png;Yellow;57.0;0.31213873;0.67843137;165.083;-22.672836;6.943209;163;141;125
588;887;206;212;164;iPhone 12 Pro;legocolor152.png;Bright Light Yellow;68.0;0.22641509;0.83137255;204.734;-20.041128;1.110282;163;141;125
565;869;167;167;113;iPhone 12 Pro;legocolor152.png;Bright Light Yellow;60.0;0.32335329;0.65490196;160.844;-23.539248;5.398812;163;141;125
492;970;164;133;201;iPhone 12 Pro;legocolor152.png;Bright Pink;267.0;0.33830846;0.78823529;150.021;25.081668;12.259583;163;141;125
472;952;175;163;225;iPhone 12 Pro;legocolor152.png;Bright Pink;252.0;0.27555556;0.88235294;173.656;25.261248;1.178688;163;141;125
1219;674;199;221;245;iPhone 12 Pro;legocolor152.png;White;211.0;0.1877551;0.96078431;217.158;13.698264;-15.924566;163;141;125
1083;672;164;186;210;iPhone 12 Pro;legocolor152.png;White;211.0;0.21904762;0.82352941;182.158;13.698264;-15.924566;163;141;125
1003;638;164;214;165;iPhone 12 Pro;legocolor152.png;Yellowish Green;121.0;0.23364486;0.83921569;193.464;-14.004288;-25.839928;163;141;125
979;618;162;211;164;iPhone 12 Pro;legocolor152.png;Yellowish Green;122.0;0.23222749;0.82745098;190.991;-13.279572;-25.425107;163;141;125
923;546;136;139;130;iPhone 12 Pro;legocolor152.png;Tan;80.0;0.0647482;0.54509804;137.077;-3.481884;-0.944529;163;141;125
877;517;167;173;169;iPhone 12 Pro;legocolor152.png;Tan;140.0;0.03468208;0.67843137;170.75;-0.861;-3.28875;163;141;125
807;472;136;43;64;iPhone 12 Pro;legocolor152.png;Red;346.0;0.68382353;0.53333333;73.201;-4.526892;55.074723;163;141;125
786;490;138;53;76;iPhone 12 Pro;legocolor152.png;Red;344.0;0.61594203;0.54117647;81.037;-2.478204;49.956551;163;141;125
723;548;29;45;70;iPhone 12 Pro;legocolor152.png;Dark Bluish Grey;217.0;0.58571429;0.2745098;43.066;13.251528;-12.335882;163;141;125
646;528;69;88;120;iPhone 12 Pro;legocolor152.png;Dark Bluish Grey;218.0;0.425;0.47058824;85.967;16.744236;-14.880059;163;141;125
585;595;0;2;1;iPhone 12 Pro;legocolor152.png;Black;150.0;1.0;0.00784314;1.288;-0.141696;-1.129576;163;141;125
498;604;2;6;17;iPhone 12 Pro;legocolor152.png;Black;224.0;0.88235294;0.06666667;6.058;5.383464;-3.558866;163;141;125
538;705;98;122;156;iPhone 12 Pro;legocolor152.png;Light Bluish Grey;215.0;0.37179487;0.61176471;118.7;18.3516;-18.1539;163;141;125
423;704;121;149;188;iPhone 12 Pro;legocolor152.png;Light Bluish Grey;215.0;0.35638298;0.7372549;145.074;21.119592;-21.112898;163;141;125
442;862;248;123;17;iPhone 12 Pro;legocolor153.png;Orange;28.0;0.93145161;0.97254902;148.291;-64.595172;87.444793;118;124;127
478;758;238;123;34;iPhone 12 Pro;legocolor153.png;Orange;26.0;0.85714286;0.93333333;147.239;-55.713588;79.597397;118;124;127
429;687;67;155;191;iPhone 12 Pro;legocolor153.png;Medium Azure;197.0;0.64921466;0.74901961;132.792;28.638336;-57.699584;118;124;127
419;558;88;195;229;iPhone 12 Pro;legocolor153.png;Medium Azure;194.0;0.61572052;0.89803922;166.883;30.561564;-69.180391;118;124;127
492;585;62;124;171;iPhone 12 Pro;legocolor153.png;Dark Azure;206.0;0.6374269;0.67058824;110.82;29.60856;-42.81514;118;124;127
482;493;61;115;159;iPhone 12 Pro;legocolor153.png;Dark Azure;207.0;0.6163522;0.62352941;103.87;27.12396;-37.59699;118;124;127
426;525;112;159;169;iPhone 12 Pro;legocolor153.png;Aqua;191.0;0.33727811;0.6627451;146.087;11.273196;-29.894299;118;124;127
418;467;108;156;170;iPhone 12 Pro;legocolor153.png;Aqua;194.0;0.36470588;0.66666667;143.244;13.163952;-30.908988;118;124;127
309;495;176;151;69;iPhone 12 Pro;legocolor153.png;Yellow;46.0;0.60795455;0.69019608;149.127;-39.422484;23.567621;118;124;127
345;476;211;181;47;iPhone 12 Pro;legocolor153.png;Yellow;49.0;0.77725118;0.82745098;174.694;-62.825448;31.840362;118;124;127
376;462;207;184;91;iPhone 12 Pro;legocolor153.png;Bright Light Yellow;48.0;0.56038647;0.81176471;180.275;-43.9233;23.437825;118;124;127
381;446;205;184;95;iPhone 12 Pro;legocolor153.png;Bright Light Yellow;49.0;0.53658537;0.80392157;180.133;-41.885436;21.808359;118;124;127
278;372;173;114;132;iPhone 12 Pro;legocolor153.png;Bright Pink;342.0;0.34104046;0.67843137;133.693;-0.832956;34.472239;118;124;127
304;394;202;157;180;iPhone 12 Pro;legocolor153.png;Bright Pink;329.0;0.22277228;0.79215686;173.077;3.406116;25.365471;118;124;127
741;854;83;81;82;iPhone 12 Pro;legocolor153.png;White;330.0;0.02409639;0.3254902;81.712;0.141696;1.129576;118;124;127
703;682;194;193;189;iPhone 12 Pro;legocolor153.png;White;48.0;0.0257732;0.76078431;192.843;-1.890756;1.014689;118;124;127
760;729;168;188;117;iPhone 12 Pro;legocolor153.png;Yellowish Green;77.0;0.37765957;0.7372549;173.926;-28.007592;-5.197102;118;124;127
730;667;210;234;156;iPhone 12 Pro;legocolor153.png;Yellowish Green;78.0;0.33333333;0.91764706;217.932;-30.470544;-6.956364;118;124;127
845;659;172;160;122;iPhone 12 Pro;legocolor153.png;Tan;46.0;0.29069767;0.6745098;159.256;-18.329952;11.176488;118;124;127
825;596;165;150;121;iPhone 12 Pro;legocolor153.png;Tan;40.0;0.26666667;0.64705882;151.179;-14.848068;12.121017;118;124;127
879;555;139;22;30;iPhone 12 Pro;legocolor153.png;Red;356.0;0.84172662;0.54509804;57.895;-13.72434;71.129085;118;124;127
912;508;144;83;90;iPhone 12 Pro;legocolor153.png;Red;353.0;0.42361111;0.56470588;102.037;-5.922204;36.801551;118;124;127
771;493;95;95;97;iPhone 12 Pro;legocolor153.png;Dark Bluish Grey;240.0;0.02061856;0.38039216;95.228;0.871824;-0.199956;118;124;127
809;493;85;86;88;iPhone 12 Pro;legocolor153.png;Dark Bluish Grey;220.0;0.03409091;0.34509804;85.929;1.018932;-0.814733;118;124;127
696;431;1;6;12;iPhone 12 Pro;legocolor153.png;Black;213.0;0.91666667;0.04705882;5.189;3.351012;-3.673753;118;124;127
698;347;21;29;40;iPhone 12 Pro;legocolor153.png;Black;215.0;0.475;0.15686275;27.862;5.971896;-6.017974;118;124;127
572;419;111;119;121;iPhone 12 Pro;legocolor153.png;Light Bluish Grey;192.0;0.08264463;0.4745098;116.836;2.048688;-5.118172;118;124;127
573;334;170;183;192;iPhone 12 Pro;legocolor153.png;Light Bluish Grey;205.0;0.11458333;0.75294118;180.139;5.835612;-8.891903;118;124;127
973;187;185;88;37;iPhone 12 Pro;legocolor154.png;Orange;21.0;0.8;0.7254902;111.189;-36.500988;64.732247;149;158;159
923;346;233;138;82;iPhone 12 Pro;legocolor154.png;Orange;22.0;0.64806867;0.91372549;160.021;-38.386332;64.002583;149;158;159
956;348;83;158;181;iPhone 12 Pro;legocolor154.png;Medium Azure;194.0;0.54143646;0.70980392;138.197;21.059076;-48.407769;149;158;159
968;498;51;117;131;iPhone 12 Pro;legocolor154.png;Medium Azure;190.0;0.61068702;0.51372549;98.862;15.811896;-41.974974;149;158;159
